"","site","elev","date","p_mm_day","elev_c"
"11658","CS2MET",260,1989-08-31,0,"Low"
"11659","CS2MET",260,1989-09-01,0,"Low"
"11660","CS2MET",260,1989-09-02,0,"Low"
"11661","CS2MET",260,1989-09-03,0,"Low"
"11662","CS2MET",260,1989-09-04,0,"Low"
"11663","CS2MET",260,1989-09-05,0,"Low"
"11664","CS2MET",260,1989-09-06,0,"Low"
"11665","CS2MET",260,1989-09-07,0,"Low"
"11666","CS2MET",260,1989-09-08,0,"Low"
"11667","CS2MET",260,1989-09-09,0,"Low"
"11668","CS2MET",260,1989-09-10,0,"Low"
"11669","CS2MET",260,1989-09-11,0,"Low"
"11670","CS2MET",260,1989-09-12,0,"Low"
"11671","CS2MET",260,1989-09-13,0,"Low"
"11672","CS2MET",260,1989-09-14,0,"Low"
"11673","CS2MET",260,1989-09-15,0,"Low"
"11674","CS2MET",260,1989-09-16,0,"Low"
"11675","CS2MET",260,1989-09-17,1.8,"Low"
"11676","CS2MET",260,1989-09-18,0,"Low"
"11677","CS2MET",260,1989-09-19,0,"Low"
"11678","CS2MET",260,1989-09-20,0,"Low"
"11679","CS2MET",260,1989-09-21,0,"Low"
"11680","CS2MET",260,1989-09-22,0,"Low"
"11681","CS2MET",260,1989-09-23,0,"Low"
"11682","CS2MET",260,1989-09-24,0,"Low"
"11683","CS2MET",260,1989-09-25,0,"Low"
"11684","CS2MET",260,1989-09-26,8.6,"Low"
"11685","CS2MET",260,1989-09-27,0,"Low"
"11686","CS2MET",260,1989-09-28,0,"Low"
"11687","CS2MET",260,1989-09-29,2.3,"Low"
"11688","CS2MET",260,1989-09-30,9.4,"Low"
"11689","CS2MET",260,1989-10-01,0,"Low"
"11690","CS2MET",260,1989-10-02,0,"Low"
"11691","CS2MET",260,1989-10-03,0,"Low"
"11692","CS2MET",260,1989-10-04,0,"Low"
"11693","CS2MET",260,1989-10-05,0,"Low"
"11694","CS2MET",260,1989-10-06,0,"Low"
"11695","CS2MET",260,1989-10-07,0,"Low"
"11696","CS2MET",260,1989-10-08,0,"Low"
"11697","CS2MET",260,1989-10-09,0,"Low"
"11698","CS2MET",260,1989-10-10,0,"Low"
"11699","CS2MET",260,1989-10-11,0,"Low"
"11700","CS2MET",260,1989-10-12,0,"Low"
"11701","CS2MET",260,1989-10-13,0,"Low"
"11702","CS2MET",260,1989-10-14,0,"Low"
"11703","CS2MET",260,1989-10-15,0,"Low"
"11704","CS2MET",260,1989-10-16,0,"Low"
"11705","CS2MET",260,1989-10-17,0,"Low"
"11706","CS2MET",260,1989-10-18,0,"Low"
"11707","CS2MET",260,1989-10-19,0,"Low"
"11708","CS2MET",260,1989-10-20,0.8,"Low"
"11709","CS2MET",260,1989-10-21,24.4,"Low"
"11710","CS2MET",260,1989-10-22,2.8,"Low"
"11711","CS2MET",260,1989-10-23,9.1,"Low"
"11712","CS2MET",260,1989-10-24,6.1,"Low"
"11713","CS2MET",260,1989-10-25,0.8,"Low"
"11714","CS2MET",260,1989-10-26,31.8,"Low"
"11715","CS2MET",260,1989-10-27,13,"Low"
"11716","CS2MET",260,1989-10-28,0.3,"Low"
"11717","CS2MET",260,1989-10-29,0,"Low"
"11718","CS2MET",260,1989-10-30,0,"Low"
"11719","CS2MET",260,1989-10-31,0,"Low"
"11720","CS2MET",260,1989-11-01,0,"Low"
"11721","CS2MET",260,1989-11-02,0,"Low"
"11722","CS2MET",260,1989-11-03,0,"Low"
"11723","CS2MET",260,1989-11-04,9.7,"Low"
"11724","CS2MET",260,1989-11-05,0.3,"Low"
"11725","CS2MET",260,1989-11-06,20.6,"Low"
"11726","CS2MET",260,1989-11-07,1.5,"Low"
"11727","CS2MET",260,1989-11-08,12.4,"Low"
"11728","CS2MET",260,1989-11-09,5.3,"Low"
"11729","CS2MET",260,1989-11-10,0,"Low"
"11730","CS2MET",260,1989-11-11,0,"Low"
"11731","CS2MET",260,1989-11-12,34.8,"Low"
"11732","CS2MET",260,1989-11-13,8.4,"Low"
"11733","CS2MET",260,1989-11-14,1.8,"Low"
"11734","CS2MET",260,1989-11-15,0,"Low"
"11735","CS2MET",260,1989-11-16,0,"Low"
"11736","CS2MET",260,1989-11-17,10.4,"Low"
"11737","CS2MET",260,1989-11-18,0,"Low"
"11738","CS2MET",260,1989-11-19,0,"Low"
"11739","CS2MET",260,1989-11-20,0,"Low"
"11740","CS2MET",260,1989-11-21,0,"Low"
"11741","CS2MET",260,1989-11-22,0,"Low"
"11742","CS2MET",260,1989-11-23,26.2,"Low"
"11743","CS2MET",260,1989-11-24,30.2,"Low"
"11744","CS2MET",260,1989-11-25,30,"Low"
"11745","CS2MET",260,1989-11-26,28.2,"Low"
"11746","CS2MET",260,1989-11-27,8.4,"Low"
"11747","CS2MET",260,1989-11-28,0,"Low"
"11748","CS2MET",260,1989-11-29,0,"Low"
"11749","CS2MET",260,1989-11-30,0,"Low"
"11750","CS2MET",260,1989-12-01,0,"Low"
"11751","CS2MET",260,1989-12-02,1,"Low"
"11752","CS2MET",260,1989-12-03,17,"Low"
"11753","CS2MET",260,1989-12-04,26.7,"Low"
"11754","CS2MET",260,1989-12-05,9.7,"Low"
"11755","CS2MET",260,1989-12-06,0.5,"Low"
"11756","CS2MET",260,1989-12-07,0.8,"Low"
"11757","CS2MET",260,1989-12-08,31,"Low"
"11758","CS2MET",260,1989-12-09,2,"Low"
"11759","CS2MET",260,1989-12-10,0,"Low"
"11760","CS2MET",260,1989-12-11,0,"Low"
"11761","CS2MET",260,1989-12-12,0,"Low"
"11762","CS2MET",260,1989-12-13,0,"Low"
"11763","CS2MET",260,1989-12-14,0,"Low"
"11764","CS2MET",260,1989-12-15,0,"Low"
"11765","CS2MET",260,1989-12-16,0,"Low"
"11766","CS2MET",260,1989-12-17,0,"Low"
"11767","CS2MET",260,1989-12-18,0,"Low"
"11768","CS2MET",260,1989-12-19,0,"Low"
"11769","CS2MET",260,1989-12-20,0,"Low"
"11770","CS2MET",260,1989-12-21,0,"Low"
"11771","CS2MET",260,1989-12-22,0,"Low"
"11772","CS2MET",260,1989-12-23,1.8,"Low"
"11773","CS2MET",260,1989-12-24,0,"Low"
"11774","CS2MET",260,1989-12-25,0,"Low"
"11775","CS2MET",260,1989-12-26,0,"Low"
"11776","CS2MET",260,1989-12-27,0.5,"Low"
"11777","CS2MET",260,1989-12-28,0.8,"Low"
"11778","CS2MET",260,1989-12-29,0,"Low"
"11779","CS2MET",260,1989-12-30,0,"Low"
"11780","CS2MET",260,1989-12-31,15.7,"Low"
"11781","CS2MET",260,1990-01-01,17.5,"Low"
"11782","CS2MET",260,1990-01-02,6.9,"Low"
"11783","CS2MET",260,1990-01-03,0,"Low"
"11784","CS2MET",260,1990-01-04,24.9,"Low"
"11785","CS2MET",260,1990-01-05,28.7,"Low"
"11786","CS2MET",260,1990-01-06,35.8,"Low"
"11787","CS2MET",260,1990-01-07,91.7,"Low"
"11788","CS2MET",260,1990-01-08,42.9,"Low"
"11789","CS2MET",260,1990-01-09,14.7,"Low"
"11790","CS2MET",260,1990-01-10,17,"Low"
"11791","CS2MET",260,1990-01-11,2.3,"Low"
"11792","CS2MET",260,1990-01-12,0,"Low"
"11793","CS2MET",260,1990-01-13,11.4,"Low"
"11794","CS2MET",260,1990-01-14,0,"Low"
"11795","CS2MET",260,1990-01-15,5.3,"Low"
"11796","CS2MET",260,1990-01-16,2.3,"Low"
"11797","CS2MET",260,1990-01-17,0,"Low"
"11798","CS2MET",260,1990-01-18,0,"Low"
"11799","CS2MET",260,1990-01-19,0,"Low"
"11800","CS2MET",260,1990-01-20,0,"Low"
"11801","CS2MET",260,1990-01-21,0,"Low"
"11802","CS2MET",260,1990-01-22,14.7,"Low"
"11803","CS2MET",260,1990-01-23,22.4,"Low"
"11804","CS2MET",260,1990-01-24,0,"Low"
"11805","CS2MET",260,1990-01-25,15.2,"Low"
"11806","CS2MET",260,1990-01-26,13.7,"Low"
"11807","CS2MET",260,1990-01-27,35.1,"Low"
"11808","CS2MET",260,1990-01-28,55.4,"Low"
"11809","CS2MET",260,1990-01-29,19.6,"Low"
"11810","CS2MET",260,1990-01-30,21.1,"Low"
"11811","CS2MET",260,1990-01-31,18.8,"Low"
"11812","CS2MET",260,1990-02-01,34,"Low"
"11813","CS2MET",260,1990-02-02,6.4,"Low"
"11814","CS2MET",260,1990-02-03,15.2,"Low"
"11815","CS2MET",260,1990-02-04,1.3,"Low"
"11816","CS2MET",260,1990-02-05,26.9,"Low"
"11817","CS2MET",260,1990-02-06,12.7,"Low"
"11818","CS2MET",260,1990-02-07,22.9,"Low"
"11819","CS2MET",260,1990-02-08,43.7,"Low"
"11820","CS2MET",260,1990-02-09,43.4,"Low"
"11821","CS2MET",260,1990-02-10,3.3,"Low"
"11822","CS2MET",260,1990-02-11,6.1,"Low"
"11823","CS2MET",260,1990-02-12,20.1,"Low"
"11824","CS2MET",260,1990-02-13,2.5,"Low"
"11825","CS2MET",260,1990-02-14,0.5,"Low"
"11826","CS2MET",260,1990-02-15,36.3,"Low"
"11827","CS2MET",260,1990-02-16,15.7,"Low"
"11828","CS2MET",260,1990-02-17,3.8,"Low"
"11829","CS2MET",260,1990-02-18,0,"Low"
"11830","CS2MET",260,1990-02-19,0,"Low"
"11831","CS2MET",260,1990-02-20,27.7,"Low"
"11832","CS2MET",260,1990-02-21,3.3,"Low"
"11833","CS2MET",260,1990-02-22,0,"Low"
"11834","CS2MET",260,1990-02-23,0,"Low"
"11835","CS2MET",260,1990-02-24,0,"Low"
"11836","CS2MET",260,1990-02-25,0,"Low"
"11837","CS2MET",260,1990-02-26,0,"Low"
"11838","CS2MET",260,1990-02-27,0,"Low"
"11839","CS2MET",260,1990-02-28,0,"Low"
"11840","CS2MET",260,1990-03-01,0,"Low"
"11841","CS2MET",260,1990-03-02,4.1,"Low"
"11842","CS2MET",260,1990-03-03,13.7,"Low"
"11843","CS2MET",260,1990-03-04,7.6,"Low"
"11844","CS2MET",260,1990-03-05,0,"Low"
"11845","CS2MET",260,1990-03-06,0,"Low"
"11846","CS2MET",260,1990-03-07,12.2,"Low"
"11847","CS2MET",260,1990-03-08,2.3,"Low"
"11848","CS2MET",260,1990-03-09,14.7,"Low"
"11849","CS2MET",260,1990-03-10,17,"Low"
"11850","CS2MET",260,1990-03-11,3.6,"Low"
"11851","CS2MET",260,1990-03-12,2.3,"Low"
"11852","CS2MET",260,1990-03-13,10.7,"Low"
"11853","CS2MET",260,1990-03-14,21.3,"Low"
"11854","CS2MET",260,1990-03-15,0,"Low"
"11855","CS2MET",260,1990-03-16,0,"Low"
"11856","CS2MET",260,1990-03-17,2,"Low"
"11857","CS2MET",260,1990-03-18,0,"Low"
"11858","CS2MET",260,1990-03-19,0,"Low"
"11859","CS2MET",260,1990-03-20,0.5,"Low"
"11860","CS2MET",260,1990-03-21,0,"Low"
"11861","CS2MET",260,1990-03-22,9.1,"Low"
"11862","CS2MET",260,1990-03-23,0.5,"Low"
"11863","CS2MET",260,1990-03-24,0,"Low"
"11864","CS2MET",260,1990-03-25,0,"Low"
"11865","CS2MET",260,1990-03-26,0,"Low"
"11866","CS2MET",260,1990-03-27,0,"Low"
"11867","CS2MET",260,1990-03-28,0,"Low"
"11868","CS2MET",260,1990-03-29,0,"Low"
"11869","CS2MET",260,1990-03-30,0,"Low"
"11870","CS2MET",260,1990-03-31,0,"Low"
"11871","CS2MET",260,1990-04-01,0,"Low"
"11872","CS2MET",260,1990-04-02,0,"Low"
"11873","CS2MET",260,1990-04-03,0,"Low"
"11874","CS2MET",260,1990-04-04,0,"Low"
"11875","CS2MET",260,1990-04-05,0,"Low"
"11876","CS2MET",260,1990-04-06,0,"Low"
"11877","CS2MET",260,1990-04-07,0,"Low"
"11878","CS2MET",260,1990-04-08,0,"Low"
"11879","CS2MET",260,1990-04-09,0,"Low"
"11880","CS2MET",260,1990-04-10,0,"Low"
"11881","CS2MET",260,1990-04-11,1.5,"Low"
"11882","CS2MET",260,1990-04-12,0,"Low"
"11883","CS2MET",260,1990-04-13,0,"Low"
"11884","CS2MET",260,1990-04-14,0,"Low"
"11885","CS2MET",260,1990-04-15,0,"Low"
"11886","CS2MET",260,1990-04-16,0,"Low"
"11887","CS2MET",260,1990-04-17,0,"Low"
"11888","CS2MET",260,1990-04-18,0,"Low"
"11889","CS2MET",260,1990-04-19,0,"Low"
"11890","CS2MET",260,1990-04-20,2.8,"Low"
"11891","CS2MET",260,1990-04-21,0,"Low"
"11892","CS2MET",260,1990-04-22,36.6,"Low"
"11893","CS2MET",260,1990-04-23,10.4,"Low"
"11894","CS2MET",260,1990-04-24,3,"Low"
"11895","CS2MET",260,1990-04-25,35.8,"Low"
"11896","CS2MET",260,1990-04-26,17,"Low"
"11897","CS2MET",260,1990-04-27,123.4,"Low"
"11898","CS2MET",260,1990-04-28,13,"Low"
"11899","CS2MET",260,1990-04-29,1,"Low"
"11900","CS2MET",260,1990-04-30,0,"Low"
"11901","CS2MET",260,1990-05-01,0,"Low"
"11902","CS2MET",260,1990-05-02,0,"Low"
"11903","CS2MET",260,1990-05-03,0,"Low"
"11904","CS2MET",260,1990-05-04,0,"Low"
"11905","CS2MET",260,1990-05-05,0,"Low"
"11906","CS2MET",260,1990-05-06,0,"Low"
"11907","CS2MET",260,1990-05-07,0,"Low"
"11908","CS2MET",260,1990-05-08,0,"Low"
"11909","CS2MET",260,1990-05-09,0,"Low"
"11910","CS2MET",260,1990-05-10,0.5,"Low"
"11911","CS2MET",260,1990-05-11,3.6,"Low"
"11912","CS2MET",260,1990-05-12,2.5,"Low"
"11913","CS2MET",260,1990-05-13,3.3,"Low"
"11914","CS2MET",260,1990-05-14,0,"Low"
"11915","CS2MET",260,1990-05-15,0,"Low"
"11916","CS2MET",260,1990-05-16,0,"Low"
"11917","CS2MET",260,1990-05-17,0,"Low"
"11918","CS2MET",260,1990-05-18,0,"Low"
"11919","CS2MET",260,1990-05-19,4.1,"Low"
"11920","CS2MET",260,1990-05-20,20.3,"Low"
"11921","CS2MET",260,1990-05-21,8.6,"Low"
"11922","CS2MET",260,1990-05-22,15.2,"Low"
"11923","CS2MET",260,1990-05-23,9.7,"Low"
"11924","CS2MET",260,1990-05-24,11.9,"Low"
"11925","CS2MET",260,1990-05-25,0,"Low"
"11926","CS2MET",260,1990-05-26,3.8,"Low"
"11927","CS2MET",260,1990-05-27,8.9,"Low"
"11928","CS2MET",260,1990-05-28,4.1,"Low"
"11929","CS2MET",260,1990-05-29,3,"Low"
"11930","CS2MET",260,1990-05-30,27.7,"Low"
"11931","CS2MET",260,1990-05-31,5.1,"Low"
"11932","CS2MET",260,1990-06-01,0.5,"Low"
"11933","CS2MET",260,1990-06-02,3.3,"Low"
"11934","CS2MET",260,1990-06-03,12.7,"Low"
"11935","CS2MET",260,1990-06-04,1,"Low"
"11936","CS2MET",260,1990-06-05,6.1,"Low"
"11937","CS2MET",260,1990-06-06,31,"Low"
"11938","CS2MET",260,1990-06-07,0.3,"Low"
"11939","CS2MET",260,1990-06-08,0,"Low"
"11940","CS2MET",260,1990-06-09,6.6,"Low"
"11941","CS2MET",260,1990-06-10,6.6,"Low"
"11942","CS2MET",260,1990-06-11,0,"Low"
"11943","CS2MET",260,1990-06-12,15.5,"Low"
"11944","CS2MET",260,1990-06-13,0,"Low"
"11945","CS2MET",260,1990-06-14,0.8,"Low"
"11946","CS2MET",260,1990-06-15,5.1,"Low"
"11947","CS2MET",260,1990-06-16,0,"Low"
"11948","CS2MET",260,1990-06-17,0,"Low"
"11949","CS2MET",260,1990-06-18,0,"Low"
"11950","CS2MET",260,1990-06-19,0,"Low"
"11951","CS2MET",260,1990-06-20,0,"Low"
"11952","CS2MET",260,1990-06-21,5.1,"Low"
"11953","CS2MET",260,1990-06-22,0,"Low"
"11954","CS2MET",260,1990-06-23,0,"Low"
"11955","CS2MET",260,1990-06-24,0,"Low"
"11956","CS2MET",260,1990-06-25,0,"Low"
"11957","CS2MET",260,1990-06-26,0,"Low"
"11958","CS2MET",260,1990-06-27,0,"Low"
"11959","CS2MET",260,1990-06-28,0,"Low"
"11960","CS2MET",260,1990-06-29,0,"Low"
"11961","CS2MET",260,1990-06-30,0,"Low"
"11962","CS2MET",260,1990-07-01,0,"Low"
"11963","CS2MET",260,1990-07-02,6.9,"Low"
"11964","CS2MET",260,1990-07-03,0,"Low"
"11965","CS2MET",260,1990-07-04,0,"Low"
"11966","CS2MET",260,1990-07-05,13,"Low"
"11967","CS2MET",260,1990-07-06,1.3,"Low"
"11968","CS2MET",260,1990-07-07,0,"Low"
"11969","CS2MET",260,1990-07-08,0,"Low"
"11970","CS2MET",260,1990-07-09,0,"Low"
"11971","CS2MET",260,1990-07-10,0,"Low"
"11972","CS2MET",260,1990-07-11,0,"Low"
"11973","CS2MET",260,1990-07-12,0,"Low"
"11974","CS2MET",260,1990-07-13,0,"Low"
"11975","CS2MET",260,1990-07-14,0,"Low"
"11976","CS2MET",260,1990-07-15,0.8,"Low"
"11977","CS2MET",260,1990-07-16,0,"Low"
"11978","CS2MET",260,1990-07-17,0,"Low"
"11979","CS2MET",260,1990-07-18,0,"Low"
"11980","CS2MET",260,1990-07-19,0,"Low"
"11981","CS2MET",260,1990-07-20,0,"Low"
"11982","CS2MET",260,1990-07-21,0,"Low"
"11983","CS2MET",260,1990-07-22,0,"Low"
"11984","CS2MET",260,1990-07-23,0,"Low"
"11985","CS2MET",260,1990-07-24,0.3,"Low"
"11986","CS2MET",260,1990-07-25,0,"Low"
"11987","CS2MET",260,1990-07-26,0,"Low"
"11988","CS2MET",260,1990-07-27,0,"Low"
"11989","CS2MET",260,1990-07-28,0,"Low"
"11990","CS2MET",260,1990-07-29,0,"Low"
"11991","CS2MET",260,1990-07-30,0,"Low"
"11992","CS2MET",260,1990-07-31,0,"Low"
"11993","CS2MET",260,1990-08-01,0,"Low"
"11994","CS2MET",260,1990-08-02,0,"Low"
"11995","CS2MET",260,1990-08-03,0,"Low"
"11996","CS2MET",260,1990-08-04,0,"Low"
"11997","CS2MET",260,1990-08-05,0,"Low"
"11998","CS2MET",260,1990-08-06,0,"Low"
"11999","CS2MET",260,1990-08-07,0,"Low"
"12000","CS2MET",260,1990-08-08,0,"Low"
"12001","CS2MET",260,1990-08-09,0,"Low"
"12002","CS2MET",260,1990-08-10,0,"Low"
"12003","CS2MET",260,1990-08-11,0,"Low"
"12004","CS2MET",260,1990-08-12,0,"Low"
"12005","CS2MET",260,1990-08-13,0,"Low"
"12006","CS2MET",260,1990-08-14,0,"Low"
"12007","CS2MET",260,1990-08-15,0,"Low"
"12008","CS2MET",260,1990-08-16,0,"Low"
"12009","CS2MET",260,1990-08-17,15.5,"Low"
"12010","CS2MET",260,1990-08-18,3.3,"Low"
"12011","CS2MET",260,1990-08-19,1.5,"Low"
"12012","CS2MET",260,1990-08-20,10.4,"Low"
"12013","CS2MET",260,1990-08-21,11.7,"Low"
"12014","CS2MET",260,1990-08-22,1.5,"Low"
"12015","CS2MET",260,1990-08-23,0,"Low"
"12016","CS2MET",260,1990-08-24,0,"Low"
"12017","CS2MET",260,1990-08-25,1.5,"Low"
"12018","CS2MET",260,1990-08-26,1.8,"Low"
"12019","CS2MET",260,1990-08-27,1,"Low"
"12020","CS2MET",260,1990-08-28,0,"Low"
"12021","CS2MET",260,1990-08-29,18,"Low"
"12022","CS2MET",260,1990-08-30,0,"Low"
"12023","CS2MET",260,1990-08-31,0,"Low"
"12024","CS2MET",260,1990-09-01,0,"Low"
"12025","CS2MET",260,1990-09-02,0,"Low"
"12026","CS2MET",260,1990-09-03,0,"Low"
"12027","CS2MET",260,1990-09-04,0,"Low"
"12028","CS2MET",260,1990-09-05,0,"Low"
"12029","CS2MET",260,1990-09-06,0,"Low"
"12030","CS2MET",260,1990-09-07,0,"Low"
"12031","CS2MET",260,1990-09-08,0,"Low"
"12032","CS2MET",260,1990-09-09,0,"Low"
"12033","CS2MET",260,1990-09-10,0,"Low"
"12034","CS2MET",260,1990-09-11,0,"Low"
"12035","CS2MET",260,1990-09-12,0,"Low"
"12036","CS2MET",260,1990-09-13,0,"Low"
"12037","CS2MET",260,1990-09-14,0,"Low"
"12038","CS2MET",260,1990-09-15,14,"Low"
"12039","CS2MET",260,1990-09-16,0,"Low"
"12040","CS2MET",260,1990-09-17,0,"Low"
"12041","CS2MET",260,1990-09-18,0,"Low"
"12042","CS2MET",260,1990-09-19,0,"Low"
"12043","CS2MET",260,1990-09-20,0,"Low"
"12044","CS2MET",260,1990-09-21,0,"Low"
"12045","CS2MET",260,1990-09-22,0,"Low"
"12046","CS2MET",260,1990-09-23,0,"Low"
"12047","CS2MET",260,1990-09-24,0.5,"Low"
"12048","CS2MET",260,1990-09-25,0,"Low"
"12049","CS2MET",260,1990-09-26,0,"Low"
"12050","CS2MET",260,1990-09-27,0,"Low"
"12051","CS2MET",260,1990-09-28,0,"Low"
"12052","CS2MET",260,1990-09-29,0,"Low"
"12053","CS2MET",260,1990-09-30,0,"Low"
"12054","CS2MET",260,1990-10-01,0,"Low"
"12055","CS2MET",260,1990-10-02,0,"Low"
"12056","CS2MET",260,1990-10-03,9.9,"Low"
"12057","CS2MET",260,1990-10-04,4.8,"Low"
"12058","CS2MET",260,1990-10-05,5.1,"Low"
"12059","CS2MET",260,1990-10-06,0,"Low"
"12060","CS2MET",260,1990-10-07,0,"Low"
"12061","CS2MET",260,1990-10-08,0,"Low"
"12062","CS2MET",260,1990-10-09,0,"Low"
"12063","CS2MET",260,1990-10-10,1.3,"Low"
"12064","CS2MET",260,1990-10-11,0,"Low"
"12065","CS2MET",260,1990-10-12,11.2,"Low"
"12066","CS2MET",260,1990-10-13,7.4,"Low"
"12067","CS2MET",260,1990-10-14,9.9,"Low"
"12068","CS2MET",260,1990-10-15,13.5,"Low"
"12069","CS2MET",260,1990-10-16,3.8,"Low"
"12070","CS2MET",260,1990-10-17,0,"Low"
"12071","CS2MET",260,1990-10-18,17.5,"Low"
"12072","CS2MET",260,1990-10-19,0,"Low"
"12073","CS2MET",260,1990-10-20,0,"Low"
"12074","CS2MET",260,1990-10-21,51.1,"Low"
"12075","CS2MET",260,1990-10-22,0,"Low"
"12076","CS2MET",260,1990-10-23,0,"Low"
"12077","CS2MET",260,1990-10-24,0,"Low"
"12078","CS2MET",260,1990-10-25,10.2,"Low"
"12079","CS2MET",260,1990-10-26,0,"Low"
"12080","CS2MET",260,1990-10-27,1.5,"Low"
"12081","CS2MET",260,1990-10-28,8.1,"Low"
"12082","CS2MET",260,1990-10-29,6.4,"Low"
"12083","CS2MET",260,1990-10-30,45.2,"Low"
"12084","CS2MET",260,1990-10-31,20.3,"Low"
"12085","CS2MET",260,1990-11-01,2,"Low"
"12086","CS2MET",260,1990-11-02,0,"Low"
"12087","CS2MET",260,1990-11-03,21.3,"Low"
"12088","CS2MET",260,1990-11-04,35.6,"Low"
"12089","CS2MET",260,1990-11-05,7.4,"Low"
"12090","CS2MET",260,1990-11-06,0,"Low"
"12091","CS2MET",260,1990-11-07,13.2,"Low"
"12092","CS2MET",260,1990-11-08,12.7,"Low"
"12093","CS2MET",260,1990-11-09,0,"Low"
"12094","CS2MET",260,1990-11-10,0,"Low"
"12095","CS2MET",260,1990-11-11,0,"Low"
"12096","CS2MET",260,1990-11-12,0,"Low"
"12097","CS2MET",260,1990-11-13,25.9,"Low"
"12098","CS2MET",260,1990-11-14,1.3,"Low"
"12099","CS2MET",260,1990-11-15,0,"Low"
"12100","CS2MET",260,1990-11-16,0,"Low"
"12101","CS2MET",260,1990-11-17,15.5,"Low"
"12102","CS2MET",260,1990-11-18,0.5,"Low"
"12103","CS2MET",260,1990-11-19,9.4,"Low"
"12104","CS2MET",260,1990-11-20,29.5,"Low"
"12105","CS2MET",260,1990-11-21,15,"Low"
"12106","CS2MET",260,1990-11-22,13.5,"Low"
"12107","CS2MET",260,1990-11-23,0,"Low"
"12108","CS2MET",260,1990-11-24,27.9,"Low"
"12109","CS2MET",260,1990-11-25,58.9,"Low"
"12110","CS2MET",260,1990-11-26,4.6,"Low"
"12111","CS2MET",260,1990-11-27,12.2,"Low"
"12112","CS2MET",260,1990-11-28,0,"Low"
"12113","CS2MET",260,1990-11-29,23.9,"Low"
"12114","CS2MET",260,1990-11-30,1.3,"Low"
"12115","CS2MET",260,1990-12-01,31,"Low"
"12116","CS2MET",260,1990-12-02,3.6,"Low"
"12117","CS2MET",260,1990-12-03,0,"Low"
"12118","CS2MET",260,1990-12-04,14,"Low"
"12119","CS2MET",260,1990-12-05,0,"Low"
"12120","CS2MET",260,1990-12-06,0,"Low"
"12121","CS2MET",260,1990-12-07,0,"Low"
"12122","CS2MET",260,1990-12-08,0,"Low"
"12123","CS2MET",260,1990-12-09,22.6,"Low"
"12124","CS2MET",260,1990-12-10,23.4,"Low"
"12125","CS2MET",260,1990-12-11,0.3,"Low"
"12126","CS2MET",260,1990-12-12,0,"Low"
"12127","CS2MET",260,1990-12-13,3.3,"Low"
"12128","CS2MET",260,1990-12-14,0,"Low"
"12129","CS2MET",260,1990-12-15,2.3,"Low"
"12130","CS2MET",260,1990-12-16,0.8,"Low"
"12131","CS2MET",260,1990-12-17,21.6,"Low"
"12132","CS2MET",260,1990-12-18,24.4,"Low"
"12133","CS2MET",260,1990-12-19,1.8,"Low"
"12134","CS2MET",260,1990-12-20,0,"Low"
"12135","CS2MET",260,1990-12-21,0,"Low"
"12136","CS2MET",260,1990-12-22,0,"Low"
"12137","CS2MET",260,1990-12-23,0,"Low"
"12138","CS2MET",260,1990-12-24,0,"Low"
"12139","CS2MET",260,1990-12-25,1,"Low"
"12140","CS2MET",260,1990-12-26,1.3,"Low"
"12141","CS2MET",260,1990-12-27,18.8,"Low"
"12142","CS2MET",260,1990-12-28,10.7,"Low"
"12143","CS2MET",260,1990-12-29,0,"Low"
"12144","CS2MET",260,1990-12-30,0,"Low"
"12145","CS2MET",260,1990-12-31,0,"Low"
"12146","CS2MET",260,1991-01-01,0,"Low"
"12147","CS2MET",260,1991-01-02,0,"Low"
"12148","CS2MET",260,1991-01-03,0,"Low"
"12149","CS2MET",260,1991-01-04,0,"Low"
"12150","CS2MET",260,1991-01-05,0,"Low"
"12151","CS2MET",260,1991-01-06,8.6,"Low"
"12152","CS2MET",260,1991-01-07,20.8,"Low"
"12153","CS2MET",260,1991-01-08,1,"Low"
"12154","CS2MET",260,1991-01-09,13,"Low"
"12155","CS2MET",260,1991-01-10,36.3,"Low"
"12156","CS2MET",260,1991-01-11,34,"Low"
"12157","CS2MET",260,1991-01-12,32.3,"Low"
"12158","CS2MET",260,1991-01-13,22.1,"Low"
"12159","CS2MET",260,1991-01-14,39.1,"Low"
"12160","CS2MET",260,1991-01-15,14,"Low"
"12161","CS2MET",260,1991-01-16,0,"Low"
"12162","CS2MET",260,1991-01-17,0,"Low"
"12163","CS2MET",260,1991-01-18,0,"Low"
"12164","CS2MET",260,1991-01-19,0,"Low"
"12165","CS2MET",260,1991-01-20,0,"Low"
"12166","CS2MET",260,1991-01-21,0,"Low"
"12167","CS2MET",260,1991-01-22,0,"Low"
"12168","CS2MET",260,1991-01-23,0,"Low"
"12169","CS2MET",260,1991-01-24,0,"Low"
"12170","CS2MET",260,1991-01-25,0,"Low"
"12171","CS2MET",260,1991-01-26,0,"Low"
"12172","CS2MET",260,1991-01-27,0,"Low"
"12173","CS2MET",260,1991-01-28,0,"Low"
"12174","CS2MET",260,1991-01-29,0,"Low"
"12175","CS2MET",260,1991-01-30,0,"Low"
"12176","CS2MET",260,1991-01-31,5.6,"Low"
"12177","CS2MET",260,1991-02-01,0,"Low"
"12178","CS2MET",260,1991-02-02,19.8,"Low"
"12179","CS2MET",260,1991-02-03,8.6,"Low"
"12180","CS2MET",260,1991-02-04,34.5,"Low"
